text,ecosys
sql injection administrate rubygem sort attribute dashboard direction parameter validate interpolate sql query could present sql injection attacker able modify direction parameter bypass activerecord sql protections whilst highimpact exploit need access administrate dashboards would expect behind authentication administrate rubygem version one hundred and thirty sort attribute dashboard direction parameter validate interpolate sql query could present sql injection attacker able modify direction parameter bypass activerecord sql protections whilst highimpact exploit need access administrate dashboards would expect behind authentication patch wersion one hundred and thirty thoughtbot administrate ,unknown
critical signature bypass rob richards xmlseclibs versions prior v303 use example simplesamlphp perform incorrect validation cryptographic signatures xml message allow authenticate attacker impersonate others elevate privilege create craft xml message xmlseclibs_project simplesamlphp ,unknown
moderate severity vulnerability affect qutebrowser qutebrowser version introduce v0110 contain cross site script xss vulnerability history command qute history page result via inject javascript code website steal user browse history attack appear exploitable via victim must open page specially craft title attribute open qute history site via history command vulnerability appear fix fix v133 release today v140 release later week qutebrowser qutebrowser ,unknown
integer overflow get_data function zipimportc cpython aka python two thousand  seven hundred and twelve 3x three hundred and forty-five 35x three hundred and fifty-two allow remote attackers unspecified impact via negative data size value trigger heapbased buffer overflow integer overflow get_data function zipimportc cpython aka python two thousand  seven hundred and twelve 3x three hundred and forty-five 35x three hundred and fifty-two allow remote attackers unspecified impact via negative data size value trigger heapbased buffer overflow python python ,unknown
information exposure possible information disclosure issue active resource could allow attacker create specially craft request access data possibly leak information possible information disclosure issue active resource v511 could allow attacker create specially craft request access data unexpected way possibly leak information rubyonrails active_resource ,unknown
high severity vulnerability affect jsgiven jsgiven javascript frontend jgiven jsgiven download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server jsgiven_project jsgiven ,npm
information exposure flaw find keycloak log exception httpmethod class may leak password give parameter flaw find keycloak versions nine hundred log exception httpmethod class may leak password give parameter highest threat vulnerability data confidentiality redhat keycloak ,unknown
high severity vulnerability affect nodejose nodejose javascript implementation json object sign encryption jose current web browsers nodejsbased servers nodejose earlier version ninety-three vulnerable invalid curve attack allow attacker recover private secret key jwe key agreement elliptic curve diffiehellman ephemeral static ecdhes use cisco nodejose ,npm
regular expression denial service methodoverride vulnerable regular expression denial service vulnerability specially craft input pass parse via header ,npm
high severity vulnerability affect elevation privilege vulnerability exist aspnet core fail properly sanitize web request microsoft ,unknown
crosssite script pimcore xss translations grid mishandle certain html elements pimcore six hundred and twenty-three xss translations grid mishandle certain html elements pimcore pimcore ,unknown
pickleload call import data allow remote attackers execute arbitrary code via craft pickle file demonstrate python code contain ossystem call pickleload call import data allow remote attackers execute arbitrary code via craft pickle file demonstrate python code contain ossystem call pyconuk ,unknown
jinja two hundred and seventy-two fix security issue change default folder filesystem cache user specific read write protect unix systems see http bug734747 information ,unknown
moderate severity vulnerability affect diffoscope diffoscope seventy-seven write arbitrary locations disk base content untrusted archive reproducible_builds diffoscope ,unknown
critical severity vulnerability affect xstream find xstream api version one thousand  four hundred and ten one thousand  four hundred and eleven introduce regression previous deserialization flaw security framework initialize may allow remote attacker run arbitrary command unmarshalling xml support format eg json regression cve20137285 xstream_project xstream ,unknown
improper input validation apache santuario xml security java version two hundred and three apache santuario xml security java cache mechanism introduce speed create new xml document use static pool documentbuilders however untrusted code register malicious implementation thread context class loader first implementation might cache reuse apache santuario xml security java lead potential security flaw validate sign document etc vulnerability affect apache santuario xml security java 20x release two hundred and three 21x release two hundred and fourteen apache ,unknown
exposure resource wrong sphere flaw find ansible use modules decrypt vault file temporary directory create tmp leave unecrypted flaw find ansible engine affect ansible engine versions 27x two thousand  seven hundred and seventeen 28x two thousand  eight hundred and eleven 29x two hundred and ninety-seven well ansible tower include versions three hundred and forty-five three hundred and fifty-five three hundred and sixty-three use modules decrypt vault file assemble script unarchive win_copy aws_s3 copy modules temporary directory create tmp leave ts unencrypted operate systems tmp tmpfs part root partition directory clear boot decryp emains host switch system vulnerable system run decrypt data must clear soon possible data normally encrypt ble redhat ansible_towerredhat ceph_storageredhat openstackredhat storage ,unknown
sql injection selectlimit function potential sql injection vulnerability use nrows offset parameters force integers ,unknown
denial service prototype pollution attack lodash prototype pollution vulnerability find lodash forty-one thousand  seven hundred and eleven function merge mergewith defaultsdeep trick add modify properties objectprototype lodash lodash ,npm
incorrect authorization attacker could use remove devices form post different credential ids possibly remove mfa devices users flaw find keycloak version eight hundred and two nine hundred fix keycloak version nine hundred and one malicious user register oneself attacker could use remove devices form post different credential ids possibly remove mfa devices users redhat keycloak ,npm
crosssite script moodle vulnerable xss via calendar event name moodle 3x xss via calendar event name moodle moodle ,unknown
multiple crosssite script xss vulnerabilities cumin r5238 allow remote attackers inject arbitrary web script html via vectors involve one widgets two page multiple crosssite script xss vulnerabilities cumin r5238 allow remote attackers inject arbitrary web script html via vectors involve one widgets two page trevor_mckay cumin ,unknown
exposure sensitive information unauthorized actor keycloak find keycloak version eight hundred expose internal adapter endpoints invoke via speciallycrafted url vulnerability could allow attacker access unauthorized information redhat keycloakredhat jboss_fuse ,unknown
injection vulnerability cascade style sheet css injection vulnerability swagger ui allow attackers use relative path overwrite rpo technique perform cssbased input field value exfiltration exfiltration csrf token value word product intentionally allow embed untrusted json data remote servers previously know style import within json data functional attack method cascade style sheet css injection vulnerability swagger ui thirty-two thousand  three hundred and eleven allow attackers use relative path overwrite rpo technique perform cssbased input field value exfiltration exfiltration csrf token value word product intentionally allow embed untrusted json data remote servers previously know style import within json data functional attack method smartbear swagger_ui ,npm
ldap injection library vulnerable ldap injection username parameter ,npm
crosssite script dolibarr affect cross site script xss dolibarr six hundred and four affect cross site script xss impact cookie steal component attack vector victim must click specially craft link send attacker dolibarr dolibarr ,unknown
invalid write operation issue discover pylmdb certain value md_flags mdb_node_add properly set memcpy destination lead invalid write operation note outcome occur access datamdb file supply attacker issue discover pylmdb ninety-seven certain value md_flags mdb_node_add properly set memcpy destination lead invalid write operation note outcome occur access datamdb file supply attacker pylmdb_project pylmdb ,unknown
rack rack file function symlink traversal arbitrary file disclosure rack contain flaw rack file function create temporary file insecurely possible local attacker use symlink attack traverse arbitrary file disclose content rackfilerb rack file rack 15x one hundred and fifty-two 14x one hundred and forty-five allow attackers access arbitrary file outside intend root directory via craft path_info environment variable probably directory traversal vulnerability remotely exploitable aka symlink path traversals rack_project rack ,unknown
quandlfundxlsx twenty-one minor security fix request version two thousand  two hundred ,unknown
lifxcontrolpanel one hundred and fifty-four fix pretty major security exploit add safescopes eval call ,unknown
improper authentication find keycloak saml broker verify miss message signatures attacker modify saml response remove signature section message still accept message modify attacker could use flaw impersonate users gain access sensitive information find keycloak saml broker versions six hundred and one verify miss message signatures attacker modify saml response remove signature section message still accept message modify attacker could use flaw impersonate users gain access sensitive information redhat keycloakredhat single_signon ,npm
kuber one thousand and one bump urllib3 version pick security fix cve201911324 urllib3 library one thousand  two hundred and forty-two python mishandle certain case desire set ca certificate different os store ca certificate result ssl connections succeed situations verification failure correct outcome relate use ssl_context ca_certs ca_certs_dir argument python urllib3 ,unknown
allocation resources without limit throttle read specially craft invalid image file library either allocate large amount memory take extremely long period time process image issue discover pillow six hundred and twenty read specially craft invalid image file library either allocate large amount memory take extremely long period time process image python pillow ,unknown
ruby rexml library craft xml file text node handle do ruby contain flaw rexml library may allow denial service issue trigger handle file text node specially craft xml file may allow contextdependent attacker consumption memory resources crash program librexmltextrb rexml parser ruby 193p392 allow remote attackers denial service memory consumption crash via craft text nod xml document aka xml entity expansion xee attack rubylang ruby ,unknown
possible information leak vulnerability action view possible directory traversal information leak vulnerability action view mean fix cve20160752 however thirty-two patch cover scenarios vulnerability assign cve identifier cve20162097 versions affect 32x 40x 41x affect forty-two fix versions thirty-two thousand  two hundred and twenty-two forty-one thousand  one hundred and forty-two impact applications pass unverified user input render method controller may vulnerable information leak vulnerability impact code look something like ruby def index render params end carefully craft request code render file unexpected place like outside application view directory possibly escalate remote code execution attack users run affect release either upgrade use one workarounds immediately release fix release available normal locations workarounds workaround issue pass arbitrary user input render method instead verify data pass render method example change ruby def index render params end ruby def index render verify_template params end private def verify_template name add verification logic particular application end patch aid users able upgrade immediately provide patch gitam format consist single changeset patch thirty-two series patch forty-one series credit thank jyoti singh tobias kraze makandra report work us patch directory traversal vulnerability action view ruby rail thirty-two thousand  two hundred and twenty-two 4x forty-one thousand  one hundred and forty-two allow remote attackers read arbitrary file leverage application unrestricted use render method provide dot dot pathname note vulnerability exist incomplete fix cve20160752 rubyonrails railsrubyonrails ruby_on_rails ,unknown
information exposure botbait know record track user information module track follow information source ip processversions processplatform module botbait tool use track bot automate tool usage within npm ecosystem botbait know record track user information module track follow information source ip processversions processplatform module invoke test require preinstall botbait_project botbait ,npm
high severity vulnerability affect safemode rubygemsafemode use foreman versions one hundred and thirty-two earlier vulnerable bypass safe mode limitations via special ruby syntax lead deletion object user delete permissions possibly privilege escalation safemode_project safemode ,unknown
issue discover numpy one thousand  one hundred and sixty earlier use pickle python module unsafely allow remote attackers execute arbitrary code via craft serialize object demonstrate numpyload call dispute issue discover numpy one thousand  one hundred and sixty earlier use pickle python module unsafely allow remote attackers execute arbitrary code via craft serialize object demonstrate numpyload call note third party dispute issue behavior might legitimate applications example load serialize python object array trust authenticate source numpy numpy ,unknown
download resources http apkparser3 download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server ,npm
circumvent open_basedir ini directive ,unknown
crosssite script uploadshtaccess subrion cms allow xss block html file upload uploadshtaccess subrion cms four hundred and twenty-one allow xss block html file upload block example htm file upload intelliants subrion ,unknown
improper restriction xml external entity reference xss protection api module apache sling method xssgetvalidxml use insecure sax parser validate input string allow xxe attack script use method validate user input potentially allow attacker read sensitive data filesystem perform ssrf portscanning behind firewall do application xss protection api module one thousand and twelve apache sling method xssgetvalidxml use insecure sax parser validate input string allow xxe attack script use method validate user input potentially allow attacker read sensitive data filesystem perform ssrf portscanning behind firewall do application apache sling ,unknown
security issue involve improperly name channel log fix sopel four hundred and forty ,unknown
moderate severity vulnerability affect orgapachehadoop hadoopmain vulnerability apache hadoop 023x 2x two hundred and seventy-five 28x two hundred and eighty-three 300alpha 300beta1 allow cluster user expose private file own user run mapreduce job history server process malicious user construct configuration file contain xml directives reference sensitive file mapreduce job history server host apache hadoop ,unknown
rest api bypass comment approval drupal eight prior eight hundred and thirty-seven use rest api users without correct permission post comment via rest approve even user permission post approve comment issue affect sit restful web service rest module enable comment entity rest resource enable attacker access user account site permissions post comment anonymous users post comment drupal drupal ,unknown
crosssite script xss class ,unknown
sql injection sql injection vulnerability exist sql injection vulnerability genixcms eight allow remote authenticate administrators execute arbitrary sql command via id parameter gxadminindexphp genixcms genixcms ,unknown
unsafe object creation vulnerability json additional fix parse certain json document json gem include one bundle ruby coerce create arbitrary object target system issue cve20130269 previous fix incomplete address jsonparse user_input address style json parse include json user_input jsonparse user_input nil see cve20130269 detail note issue exploitable denial service create many symbol object kind attack longer valid symbol object garbagecollectable however create arbitrary object may severe security consequences depend upon application code please update json gem version two hundred and thirty later use gem update json update use bundler please add gem json two hundred and thirty gemfile json gem two hundred and twenty ruby use ruby twenty-four two hundred and forty-nine twenty-five two hundred and fifty-seven twenty-six two hundred and sixty-five unsafe object creation vulnerability quite similar cve20130269 rely poor garbagecollection behavior within ruby specifically use json parse methods lead creation malicious object within interpreter adverse effect json_project jsonrubylang ruby ,unknown
docassemble five thousand  one hundred and five upgrade bleach due security vulnerability ,unknown
improper restriction operations within bound memory buffer remote code execution vulnerability exist way chakra script engine handle object memory microsoft edge htmlbased remote code execution vulnerability exist way chakra script engine handle object memory microsoft edge htmlbased aka chakra script engine memory corruption vulnerability microsoft edgemicrosoft chakracore ,unknown
crosssite script moodle xss occur via attachments evidence prior learn moodle 3x xss occur via attachments evidence prior learn moodle moodle ,unknown
injection vulnerability rpi allow execution arbitrary command variable pinnumber function gpio within srclibgpiojs use part arguments exec function without sanitization rpi three allow execution arbritary command variable pinnumbver function gpio within srclibgpiojs use part arguement exec function without sanitization rpi_project rpi ,npm
xee vulnerability pysaml2 vulnerable xml external entity attack xee attack via saml xml request ,unknown
wandb eighty-two update pyyaml requirement address cve cve number mention probably cve201718342 pyyaml fifty-one yamlload api could execute arbitrary code use untrusted data load function deprecate version fifty-one unsafeloader introduce backward compatibility function pyyaml pyyaml ,unknown
command injection mversion mversion two hundred command injection vulnerability issue may lead remote code execution client library call vulnerable method untrusted input vulnerability patch version two hundred previous release deprecate npm workaround make sure escape git commit message use commitmessage option update function mversion_project mversion ,npm
percentencoded cookies use overwrite exist prefix cookie name reliance cookies without check security vulnerability exist rack two hundred and twenty-three rack two hundred and fourteen make possible attacker forge secure hostonly cookie prefix rack_project rack ,unknown
moderate severity vulnerability affect validator validator module one hundred and ten nodejs allow remote attackers bypass crosssite script xss filter via craft javascript uri nodejs nodejs ,npm
download resources http soci download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request resources attacker control copy attacker network position user remote server ,npm
spree content controller unspecified arbitrary file disclosure spree gem ruby would allow user request specially craft url expose arbitrary file server ,unknown
incorrect authorization sandbox protection jenkins script security plugin could circumvent craft method call object implement groovyinterceptable sandbox protection jenkins script security plugin one hundred and seventy earlier could circumvent craft method call object implement groovyinterceptable jenkins script_security ,unknown
cve20186188 information leakage authenticationform regression django one thousand  one hundred and eighteen make class run method even incorrect password enter leak information user depend message raise override attacker enter arbitrary username see user set is_activefalse override sensitive detail could leak issue fix caveat authenticationform longer raise account inactive error authentication backend reject inactive users default authentication backend modelbackend do since django one hundred and ten issue revisit django twenty-one fix address caveat likely invasive inclusion older versions django twenty two hundred and two one thousand  one hundred and eighteen one thousand  one hundred and nineteen allow remote attackers obtain potentially sensitive information leverage data exposure method demonstrate discover whether user account inactive djangoproject django ,unknown
ss2018001 privilege escalation risk member edit form ,unknown
bosscli 100alpha18 fix cve20187750 security vulnerability https transportpy ssh server implementation paramiko one thousand  one hundred and seventy-six 118x one thousand  one hundred and eighty-five 20x two hundred and eight 21x two hundred and fifteen 22x two hundred and twenty-three 23x two hundred and thirty-two 24x two hundred and forty-one properly check whether authentication complete process request demonstrate channelopen customize ssh client simply skip authentication step paramiko paramikoredhat cloudforms ,unknown
crosssite script crosssite script fluid viewhelpers ,unknown
sql injection sql injection vulnerability productcardphp dolibarr erpcrm allow remote attackers execute arbitrary sql command via statut parameter sql injection vulnerability productcardphp dolibarr erpcrm version seven hundred and three allow remote attackers execute arbitrary sql command via statut parameter dolibarr dolibarr ,unknown
high severity vulnerability affect dragonfly fogdragonfly gem eighty-two ruby allow remote attackers execute arbitrary command via unspecified vectors mark_evans fogdragonfly ,unknown
improper restriction operations within bound memory buffer tlslite library python allow remote attackers trigger denial service runtime exception process crash tlslite library forty-nine python allow remote attackers trigger denial service runtime exception process crash tlslite_project tlslite ,unknown
pootle 280rc5 vulnerable several undisclosed security vulnerabilites ,unknown
sidekiq pro gem ruby webviewsbatcherb class errormessage elements reflect xss xss via batch failure error_class error_message sidekiq web ,unknown
one hundred and twenty-five fix potential security issue sitename field contain malicious code ,unknown
improper restriction xml external entity reference local file disclosure via xxe injection zend_xmlrpc ,unknown
xss bleach noscript raw tag whitelisted mozilla bleach three hundred and eleven mutation xss affect users call bleachclean noscript raw tag allowedwhitelisted tag option mozilla bleach ,unknown
high severity vulnerability affect send visionmedia send eighty-four nodejs use partial comparison verify whether directory within document root allow remote attackers access restrict directories demonstrate use publicrestricted public directory apple xcodejoyent nodejs ,npm
command execution findload method pass provide string directly allow arbitrary command execution ,npm
path traversal hekto suffer path traversal vulnerability allow read content arbitrary file hekto node module suffer path traversal vulnerability due lack validation file allow malicious user read content file know path hekto_project hekto ,npm
gandicli ten include two security relate fix validate server certificate use request xmlrpc transport security restrict configuration file right owner ,unknown
improper access control file module drupal allow remote authenticate users bypass access restrictions read delete substitute link file upload unprocessed form leverage permission create content comment upload file file module drupal 7x seven hundred and forty-three 8x eight hundred and four allow remote authenticate users bypass access restrictions read delete substitute link file upload unprocessed form leverage permission create content comment upload file drupal drupal ,unknown
cve20177233 open redirect possible xss attack via usersupplied numeric redirect urls django rely user input case eg func doc i18n topicsi18nindex redirect user success url security check redirect namely consider numeric urls eg http999999999 safe also developer rely is_safe_url provide safe redirect target put url link could suffer xss attack cve20177234 open redirect vulnerability maliciously craft url django site use func view could redirect domain view longer redirect provide know useful functionality note however view always carry warn harden production use use development aid ,unknown
prodsecbug2446 remote code execution via custom layout update create product functionality remote code execution vulnerability exist magento twenty-one prior two thousand  one hundred and nineteen magento twenty-two prior two thousand  two hundred and ten magento twenty-three prior two hundred and thirty-three authenticate user privilege create products craft custom layout update use import product functionality enable remote code execution magento magento ,unknown
unsafe parse unclosed comment parse unclosed comment result conditional jump move depend uninitialised value unsafe memory access ,unknown
download resources http mongodbinstance download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server ,npm
xss vulnerability cross site script xss vulnerability introduce due change text html function json elements render ,npm
code execution backdoor cron_parser cron_parser gem fourteen one thousand and twelve one thousand and thirteen distribute rubygemsorg include codeexecution backdoor insert third party unaffected version know exist gem appear entirely remove restclient gem one thousand  six hundred and ten one thousand  six hundred and thirteen ruby distribute rubygemsorg include codeexecution backdoor insert third party versions one hundred and sixty-nine one thousand  six hundred and fourteen unaffected restclient_project restclient ,unknown
security misconfiguration circumvent open_basedir ini directive ,unknown
moderate severity vulnerability affect tomcatembedcore improper hand overflow utf8 decoder supplementary character lead infinite loop decoder cause denial service versions affect apache tomcat 900m9 nine hundred and seven eight hundred and fifty eight thousand  five hundred and thirty 800rc1 eight thousand and fifty-one seven thousand and twenty-eight seven thousand and eighty-six apache tomcatredhat ,unknown
escape sequence injection rubygems issue discover rubygems twenty-six later three hundred and two since gem commandmanager run call alert_error without escape escape sequence injection possible many ways error rubygems rubygems ,unknown
moderate severity vulnerability affect orgowaspantisamy antisamy reject use candidate number consultids none reason candidate withdraw cna investigation show security issue note none ,unknown
servehere vulnerable directory traversal attack path traversal vulnerability version v113 serveherejs npm module allow attackers list file arbitrary folder serveherejs ,npm
pyro4 four hundred and seventy-two secure hmac encryption key use k command line option plainly visible upgrade four hundred and seventy-two show warn attempt future use pyro 2way ssl feature alternatively set hmac key new environment variable pyro_hmac_key ,unknown
crosssite script crosssite script xss vulnerability datatables plugin one thousand  one hundred and eight earlier jquery allow remote attackers inject arbitrary web script html via script parameter crosssite script xss vulnerability datatables plugin one thousand  one hundred and eight earlier jquery allow remote attackers inject arbitrary web script html via script parameter sprymedia datatables ,npm
information exposure apache openmeetings display tomcat version detail error stack trace apache openmeetings one hundred display tomcat version detail error stack trace secure apache openmeetings ,unknown
prodsecbug2465 bypass user confirmation mechanism security bypass vulnerability exist magento twenty-two prior two thousand  two hundred and ten magento twenty-three prior two hundred and thirty-three 232p1 unauthenticated user bypass email confirmation mechanism via get request capture relevant account data obtain post response relate new user creation magento magento ,unknown
wagtail versions two hundred and seventy-four two hundred and ninety-three form page type make available wagtail editors app page template build use django standard form render helpers formas_p html tag use within form field help text render unescaped page allow html within help text intentional design decision django however matter policy wagtail allow editors insert arbitrary html default could potentially use carry crosssite script attack include privilege escalation functionality therefore make available editorlevel users vulnerability exploitable ordinary site visitor without access wagtail admin patch versions release wagtail two hundred and seventy-four lts twenty-seven branch wagtail two hundred and ninety-three current twenty-nine branch versions help text escape prevent inclusion html tag site owners wish reenable use html within help text will accept risk exploit editors may set true configuration settings site owners unable upgrade new versions secure form page templates render form fieldbyfield per django documentation omit safe filter output help text see cve202015118 torchbox wagtail ,unknown
django one thousand  four hundred and twenty-one 15x 16x 17x one hundred and seventy-nine 18x one hundred and eighty-three use incorrect regular expression allow remote attackers inject arbitrary headers conduct http response split attack via newline character one email message emailvalidator two url urlvalidator unspecified vectors three four validate_slug validator django one thousand  four hundred and twenty-one 15x 16x 17x one hundred and seventy-nine 18x one hundred and eighty-three use incorrect regular expression allow remote attackers inject arbitrary headers conduct http response split attack via newline character one email message emailvalidator two url urlvalidator unspecified vectors three four validate_slug validator djangoproject django ,unknown
incorrect permission assignment critical resource miss permission check jenkins rundeck plugin allow attackers overallread permission connect attackerspecified url use attackerspecified credentials miss permission check jenkins rundeck plugin allow attackers overallread permission connect attackerspecified url use attackerspecified credentials jenkins rundeck ,unknown
moderate severity vulnerability affect orgapachehive hive orgapachehive hiveexec orgapachehive hiveservice apache hive 21x two hundred and twelve 22x two hundred and twenty-one 23x two hundred and thirty-one expose interface mask policies define table view eg use apache ranger view create give table policy enforcement happen correctly table mask columns apache hive ,unknown
user passwords store clear text django session django twofactor authentication one hundred and twelve store user password clear text user session base64encoded password store session user submit username password remove complete authentication enter twofactor authentication code mean password store clear text session arbitrary amount time potentially forever user begin login process enter username password leave enter twofactor authentication code severity issue depend type session storage configure worst case use django default database session storage users passwords store clear text database best case use django sign cookie session users passwords store clear text within browser cookie store common case use django cache session store users passwords store clear text whatever cache storage configure typically memcached redis fix one hundred and twelve upgrade users sure delete clear text passwords store example use database session backend likely want delete session record database purge data database backups replicas addition affect organizations suffer database breach use affect version inform users clear text passwords compromise organizations encourage users whose passwords insecurely store change passwords sit use workaround wwitching django session storage use sign cookies instead database cache lessen impact issue do without thorough understand security tradeoffs use sign cookies rather serverside session storage way fully mitigate issue without upgrade ,unknown
high severity vulnerability affect byucslabsix byucslabsix http server byucslabsix vulnerable directory traversal issue give attacker access filesystem place url byucslabsix_project byucslabsix ,npm
improper restriction xml external entity reference jenkins cobertura plugin configure xml parser prevent xml external entity xxe attack jenkins cobertura plugin one hundred and fifteen earlier configure xml parser prevent xml external entity xxe attack jenkins cobertura ,unknown
potential xss open redirect vectors zenddiactoros zenddiactorosuri filterpath zenddiactoros one hundred and four properly sanitize path input allow remote attackers perform crosssite script xss open redirect attack zend diactoros ,unknown
insecure deserialization insecure unserialize vulnerability flow3 ,unknown
uncontrolled resource consumption cache flood typo3 frontend ,unknown
djangoninecms 045b unknown security issue url configuration ,unknown
improper restriction xml external entity reference xml external entity xxe vulnerability svg png jpg conversion class apache batik allow remote attackers read arbitrary file denial service via craft svg file xml external entity xxe vulnerability svg one png two jpg conversion class apache batik 1x eighteen allow remote attackers read arbitrary file denial service via craft svg file apache batikredhat ,unknown
crosssite script funtion htmlfile sockjs vulnerable reflect xss via htmlfile endpoint c aka callback parameter htmlfile sockjs thirty vulnerable reflect xss via htmlfile c aka callback parameter sockjs_project sockjs ,npm
inadequate encryption strength crypt encryption compromise ,unknown
crosssite script jquery allow crosssite script attack via load method load method fail recognize remove script html tag contain whitespace character script jquery prior one hundred and ninety allow crosssite script attack via load method load method fail recognize remove script html tag contain whitespace character ie script result enclose script logic execute jquery jquery ,npm
improper authentication users cache cli authentication would remain authenticate fix cve20191003004 release reject exist remotingbased cli authentication cache users cache cli authentication jenkins update twenty-one thousand  five hundred and two newer two thousand  one hundred and sixty newer would remain authenticate jenkins two thousand  one hundred and seventy-one earlier jenkins lts twenty-one thousand  six hundred and forty-one earlier fix cve20191003004 release reject exist remotingbased cli authentication cache jenkins jenkins ,unknown
crosssite script vulnerable reflect xss leadscoringphp result code execution v20161031 vulnerable reflect xss leadscoringphp result code execution novaksolutions ,unknown
moderate severity vulnerability affect tomcatembedcore http2 implementation apache tomcat 900m1 nine thousand and fourteen eight hundred and fifty eight thousand  five hundred and thirty-seven accept stream excessive number settings frame also permit clients keep stream open without readingwriting requestresponse data keep stream open request utilise servlet api block io clients able serverside thread block eventually lead thread exhaustion do apache tomcat ,unknown
mtprotoproxy one hundred and six add protections replay attack ,unknown
improper restriction xml external entity reference potential xxexee attack use php function simplexml load domdocument loadxml xml parse ,unknown
moderate severity vulnerability affect jquery jquery three hundred vulnerable crosssite script xss attack crossdomain ajax request perform without datatype option cause textjavascript responses execute jquery jqueryoracle jdeveloperoracle service_busoracle weblogic_server ,npm
download resources http cobaltcli download resources http leave vulnerable mitm attack ,npm
moderate severity vulnerability affect bootstrap bootstrapsass bootstrap three hundred and forty-one 43x four hundred and thirty-one xss possible tooltip popover datatemplate attribute getbootstrap bootstrapf5 bigip_analyticsf5 ,unknown
one hundred and ten ,unknown
store xss apache atlas apache atlas versions eighty-three one hundred and ten find vulnerable store crosssite script search functionality apache atlas ,unknown
high severity vulnerability affect rsbrightcove rsbrightcove wrapper around brightcove web api rsbrightcove download source file resources http leave vulnerable mitm attack may possible remote code execution rce swap request resources attacker control copy attacker network position user remote server rsbrightcove ,npm
improper input validation apache commons beanutils suppress class property allow remote attackers manipulate classloader execute arbitrary code via class parameter demonstrate pass parameter getclass method actionform object strut one apache commons beanutils distribute apache strut 1x one thousand  three hundred and ten products require commonsbeanutils one hundred and ninety-two suppress class property allow remote attackers manipulate classloader execute arbitrary code via class parameter demonstrate pass parameter getclass method actionform object strut one apache strut ,unknown
high severity vulnerability affect cyberjs cyberjs simple http server cyberjs server vulnerable directory traversal issue give attacker access filesystem place url cyberjs_project cyberjs ,npm
remote code execution image upload bookstack bookstack version two hundred and fifty-five vulnerability user could upload php file image upload function would allow execute code host system remotely would permissions php process impact scenarios nontrusted users give permission upload image area application issue address series patch versions two hundred and fifty-three two hundred and fifty-four two hundred and fifty-five users upgrade least v0255 avoid vulnerability bookstackapp bookstack ,unknown
usergroup information corrupt across store fsimage read back fsimage apache hadoop three hundred and ten three hundred and eleven 300alpha1 three hundred and three two hundred and ninety two hundred and ninety-one 200alpha two hundred and eighty-four usergroup information corrupt across store fsimage read back fsimage apache hadoop ,unknown
improper input validation apache strut rest plugin xstream library allow attackers perform do attack use malicious request specially craft xml payload apache strut rest plugin use xstream library vulnerable allow perform do attack use malicious request specially craft xml payload upgrade apache strut version two thousand  five hundred and sixteen switch optional jackson xml handler describe http another option implement custom xml handler base jackson xml handler apache strut two thousand  five hundred and sixteen apache strut ,unknown
code injection remote code execution vulnerability shopware ,unknown
command injection via celery broker apache airflow issue find apache airflow versions eleven thousand and ten use celeryexecutor attacker connect broker redis rabbitmq directly possible inject command result celery worker run arbitrary command apache airflow ,unknown
url redirection untrusted site open redirect doorkeeper openidconnect aka openid connect extension doorkeeper open redirect via redirect_uri field oauth authorization request result error response openid scope promptnone value allow phishing attack authorization flow doorkeeper openidconnect aka openid connect extension doorkeeper 14x 15x one hundred and fifty-four open redirect via redirect_uri field oauth authorization request result error response openid scope promptnone value allow phishing attack authorization flow openid openid_connect ,unknown
moderate severity vulnerability affect activesupport crosssite script xss vulnerability ruby rail 2x two thousand  three hundred and thirteen 30x three thousand and ten 31x 310rc5 allow remote attackers inject arbitrary web script html via malformed unicode string relate utf8 escape vulnerability rubyonrails railsrubyonrails ruby_on_rails ,unknown
access ajax endpoint restrict view configure use ajax drupal 8x prior eight hundred and thirty-seven create view optionally use ajax update display data via filter parameters view subsystemmodule restrict access ajax endpoint view configure use ajax mitigate access restrictions view best practice always include form access restrictions view even use another module display drupal drupal ,unknown
geventhttpclient one hundred and twenty include undisclosed security fix relate ssl support ,unknown
xss vulnerability code example code_generatorphps example filter user input prior output file distribute phps extension normally executable unless explicitly rename safe default also undisclosed potential xss vulnerability default exception handler unused default phpmailer five thousand  two hundred and twenty-three xss email address email address field code_generatorphp phpmailer_project phpmailer ,unknown
low severity vulnerability affect plone crosssite script xss vulnerability safe_html filter plone twenty-one forty-one allow remote authenticate users inject arbitrary web script html via unspecified vectors different vulnerability cve20102422 plone plone ,unknown
moderate severity vulnerability affect orgapachehadoop hadoopmain yarn nodemanager apache hadoop two hundred and seventy-three two hundred and seventy-four leak password credential store provider use nodemanager yarn applications apache hadoop ,unknown
incorrect permission assignment critical resource miss permission check jenkins crx content package deployer plugin allow attackers overallread permission connect attackerspecified url use attackerspecified credentials ids obtain another method capture credentials store jenkins miss permission check jenkins crx content package deployer plugin one hundred and eighty-one earlier allow attackers overallread permission connect attackerspecified url use attackerspecified credentials ids obtain another method capture credentials store jenkins jenkins ,unknown
