text,ecosys
crosssite script joplin contain xss evolve code execution due enable nodeintegration particular browserwindow instance xss identify vulnerability note content field joplin version prior one thousand and ninety contain xss evolve code execution due enable nodeintegration particular browserwindow instance xss identify vulnerability note content field information fix find https result execute unauthorized code within right application run attack appear exploitable via victim synchronize note cloud service notekeeping service contain malicious code vulnerability appear fix one thousand and ninety later joplin_project joplin ,unknown
information exposure information leak vulnerability find undertow headers write first write call code handle flush buffer always write full content writevbuffer buffer may contain data previous request information leak vulnerability find undertow headers write first write call code handle flush buffer always write full content writevbuffer buffer may contain data previous request redhat undertow ,unknown
lack element count split jwe string jsonjwt gem one thousand  one hundred and ten ruby lack element count split jwe string jsonjwt_project jsonjwt ,gem
crosssite script typo3 flow crosssite script xss vulnerability erroraction method actioncontroller base class typo3 flow formerly flow3 11x one hundred and eleven 20x two hundred and one allow remote attackers inject arbitrary web script html via unspecified input return error message typo3 flow ,unknown
directory traversal statichtmlserver vulnerable directory traversal issue give attacker access filesystem place urln ,unknown
python two hundred and sixty-eight 27x two hundred and seventy-three 3x three hundred and fifteen 32x three hundred and twenty-three compute hash value without restrict ability trigger hash collisions predictably allow contextdependent attackers denial service cpu consumption via craft input application maintain hash table python two hundred and sixty-eight 27x two hundred and seventy-three 3x three hundred and fifteen 32x three hundred and twenty-three compute hash value without restrict ability trigger hash collisions predictably allow contextdependent attackers denial service cpu consumption via craft input application maintain hash table python python ,unknown
moderate severity vulnerability affect netsfrobocode robocodeapi robocode one thousand  nine hundred and thirty-five allow remote attackers external service interaction dns demonstrate query unique subdomain name within attackercontrolled dns zone openstream call within javaneturl robocode_project robocode ,unknown
malicious package shadowsock malicious module publish intent hijack environment variables unpublished npm shadowsock malicious module publish intent hijack environment variables unpublished npm shadowsock_project shadowsock ,unknown
insecure default allow mitm tls flaw way nodejs handle rejectunauthorized set value something evaluate false certificate verification disable problematic engineioclient pass object settings include rejectunauthorized property whether set value explicitly change pass null result certificate verification turn ,unknown
moderate severity vulnerability affect comsparkjava sparkcore spark two hundred and seventy-two remote attacker read unintended static file via various representations absolute relative pathnames demonstrate file urls directory traversal sequence note product unrelated ignite realtime spark sparkjava spark ,unknown
information exposure yii framework remote attackers could obtain potentially sensitive information exception message exploit reflect xss error handler page nondebug mode relate logdispatcherphp yii framework 2x two thousand and fourteen remote attackers could obtain potentially sensitive information exception message exploit reflect xss error handler page nondebug mode relate logdispatcherphp yiiframework yiiframework ,unknown
escape sequence injection rubygems issue discover rubygems twenty-six later three hundred and two since gem commandmanager run call alert_error without escape escape sequence injection possible many ways error rubygems rubygems ,gem
crosssite request forgery csrf miss form token validation phpbb allow csrf delete post attachments miss form token validation phpbb three hundred and twenty-seven allow csrf delete post attachments phpbb phpbb ,unknown
prodsecbug2267 use insufficiently random value generate initialization vector cryptograhic flaw exist magento twenty-one prior two thousand  one hundred and eighteen magento twenty-two prior two hundred and twenty-nine magento twenty-three prior two hundred and thirty-two weak cryptograhic mechanism use generate intialization vector multiple security relevant contexts magento magento ,unknown
large username storage session authentication form submit user user exist submit username store session attacker submit multiple request large usernames potentially fill session storage function symfony two thousand  three hundred and forty-one 27x two thousand  seven hundred and thirteen 28x two hundred and eighty-six 30x three hundred and six limit length username store session allow remote attackers denial service session storage consumption via series authentication attempt long nonexistent usernames sensiolabs symfony ,unknown
xee issue could expose local file easily trigger do attack sabredav one thousand  seven hundred and eleven use owncloud server five thousand and fifteen 60x six hundred and two allow remote attackers read arbitrary file denial service possibly impact via xml external entity xxe attack fruux sabredavowncloud owncloud ,unknown
insufficient session expiration flaw keycloak allow malicious user currently log see personal information previously loggedout user account manager section flaw find keycloak versions nine hundred and two flaw allow malicious user currently log see personal information previously log user account manager section redhat keycloakredhat single_signon ,unknown
xss vulnerability possible via carefully craft plugin link invocation apache jspwiki version 2110m4 carefully craft plugin link invocation could trigger xss vulnerability apache jspwiki relate wysiwyg editor could allow attacker execute javascript victim browser get sensitive information victim apache jspwiki ,unknown
cryptographic issue openssl gem ruby use initialization vector iv gcm mode aes gcm iv set key make easier contextdependent attackers bypass encryption protection mechanism openssl gem ruby use initialization vector iv gcm mode aes gcm iv set key make easier contextdependent attackers bypass encryption protection mechanism rubylang openssl ,gem
directory traversal datachannelclient vulnerable directory traversal issue give attacker access filesystem place url ,unknown
prodsecbug2296 arbitrary code execution design layout update remote code execution vulnerability exist magento twenty-one prior two thousand  one hundred and eighteen magento twenty-two prior two hundred and twenty-nine magento twenty-three prior two hundred and thirty-two authenticate user admin privilege layouts execute arbitrary code craft xml layout update magento magento ,unknown
directory traversal rubygems directory traversal issue discover rubygems two hundred and seventy-six later three hundred and two make new directories touch file include pathchecking code symlinks would delete target destination destination hide behind symlink malicious gem could delete arbitrary file user machine presume attacker could guess paths give frequently gem run sudo predictable paths modern systems tmp usr etc could likely lead data loss unusable system rubygems rubygems ,gem
validation bypass possible json pattern validator jpv aka json pattern validator two hundred and eleven comparecommon bypass certain internal attribute overwrite via conflict name demonstrate constructor name array affect validate hence craft payload overwrite builtin attribute manipulate type detection result ,unknown
bosscli 100alpha20 fix cve201818074 vulnerablility due request ,unknown
crosssite script multiple form validation endpoints jenkins mango runner plugin escape value receive usemango service result crosssite script xss vulnerability exploitable users able control value return usemango service multiple form validation endpoints jenkins usemango runner plugin fourteen earlier escape value receive usemango service result crosssite script xss vulnerability exploitable users able control value return usemango service jenkins usemango_runner ,unknown
malicious package typosquatting nodefabric malicious module publish intent hijack environment variables unpublished npm nodefabric malicious module publish intent hijack environment variables unpublished npm nodefabric_project nodefabric ,unknown
pyupdater two hundred vulnerable session fixation attack potentially cookie steal ,unknown
access bypass add private file via editor drupal editor correctly check access file attach result access bypass add private file via editor drupal 82x eight hundred and twenty-seven editor correctly check access file attach result access bypass drupal drupal ,unknown
moderate severity vulnerability affect rail crosssite script xss vulnerability i18n translations helper method ruby rail 30x three thousand and eleven 31x three hundred and twelve rails_xss plugin ruby rail 23x allow remote attackers inject arbitrary web script html via vectors relate translations string whose name end html substring rubyonrails railsrubyonrails ruby_on_rails ,gem
improper input validation symfony issue discover symfony four thousand  two hundred and twelve 43x four hundred and thirty-eight varexport component incorrectly escape string allow specially craft ones escalate execution arbitrary php code relate sensiolabs symfony ,unknown
django two hundred and twelve fix security bug 21x admin user change permission user model part password hash display change form admin users view change permission user model display entire hash issue discover django twenty-one two hundred and twelve unprivileged users read password hash arbitrary account readonly password widget use django admin display obfuscate password hash bypass user view permission new django twenty-one result display entire password hash users may result vulnerability sit legacy user account use insecure hash djangoproject django ,unknown
high severity vulnerability affect actionpack ruby rail 30x three hundred and four caseinsensitive filesystem use properly implement filter associate list available templates allow remote attackers bypass intend access restrictions via action name use unintended case alphabetic character rubyonrails rail ,gem
uncontrolled resource consumption difficult exploit vulnerability allow high privilege attacker network access via multiple protocols compromise mysql connectors successful attack vulnerability result unauthorized ability partial denial service partial do mysql connectors vulnerability mysql connectors product oracle mysql component connectorj support versions affect five thousand  one hundred and forty-eight prior difficult exploit vulnerability allow high privilege attacker network access via multiple protocols compromise mysql connectors successful attack vulnerability result unauthorized ability partial denial service partial do mysql connectors cvss thirty base score twenty-two availability impact cvss vector cvss30av nac hpr hui ns youc ni na l oracle mysql_connectorj ,unknown
command execution findload method pass provide string directly allow arbitrary command execution ,unknown
deserialization untrusted data method coapthon mishandle certain exceptions lead denial service method coapthon thirty-one four hundred four hundred and one four hundred and two mishandle certain exceptions lead denial service applications use library eg standard coap server coap client coap reverse proxy example collect coap server client receive craft coap message coapthon_project coapthon ,unknown
improper input validation authenticate user administrative privilege edit configuration settings execute arbitrary code craft supportoutput path magentoprior one thousand  nine hundred and forty-three magento prior eleven thousand  four hundred and forty-three authenticate user administrative privilege edit configuration settings execute arbitrary code craft supportoutput path magento magento ,unknown
crypt_blowfish eleven use php five hundred and thirty-seven certain platforms postgresql eight hundred and forty-nine products properly handle 8bit character make easier contextdependent attackers determine cleartext password leverage knowledge password hash ,unknown
race condition zope object database zodb three thousand  one hundred allow remote attackers denial service daemon outage establish immediately close tcp connection lead accept function unexpected return value none unexpected value none address econnaborted eagain ewouldblock error relate issue cve20103492 race condition zope object database zodb three thousand  one hundred allow remote attackers denial service daemon outage establish immediately close tcp connection lead accept function unexpected return value none unexpected value none address econnaborted eagain ewouldblock error relate issue cve20103492 zope zodb ,unknown
high severity vulnerability affect ewgaddislab6 ewgaddislab6 file server ewgaddislab6 vulnerable directory traversal issue give attacker access filesystem place url ewgaddislab6 ,unknown
bakercm forty-four update pythoncryptodome security issue sixteen ,unknown
moderate severity vulnerability affect riotcompiler riotcompiler version version two thousand  three hundred and twenty-one issue regex catastrophic backtrack make unusable certain condition riotjs riotcompiler ,unknown
unrestricted upload file dangerous type apache solr eight hundred and eleven eight hundred and twenty release apache solr contain insecure set configuration option default solrinsh configuration file ship solr use default solrinsh file affect release jmx monitor enable expose rmi_port default18983 without authentication port open inbound traffic firewall anyone network access solr nod able access jmx may turn allow upload malicious code execution solr server apache solr ,unknown
miss encryption sensitive data xtext xtend build use http instead https file transfer thus build artifacts may compromise xtext xtend versions prior two thousand  one hundred and eighty build use http instead https file transfer thus build artifacts may compromise eclipse xtendeclipse xtext ,unknown
ui discrepancy security feature certificate error override user qutebrowser display url yellow however affect website subsequently load url mistakenly display green user already see certificate error prompt point set contentssl_strict false recommend could still provide false sense security qutebrowser versions less one thousand  one hundred and eleven reload page certificate errors show green url certificate error override user qutebrowser display url yellow however affect website subsequently load url mistakenly display green user already see certificate error prompt point set contentssl_strict false recommend could still provide false sense security fix one thousand  one hundred and eleven one thousand  one hundred and twenty versions qutebrowser believe affect though versions v011x could test backported patch older versions greater equal one hundred and forty less equal one thousand  one hundred and two available release plan qutebrowser qutebrowser ,unknown
weak password recovery mechanism forget password craft cms prevent modification url forgotpassword email message craft cms two hundred and sixty-two thousand  nine hundred and seventy-six prevent modification url forgotpassword email message craftcms craft_cms ,unknown
high severity vulnerability affect cryptography flaw find pythoncryptography versions one hundred and ninety twenty-three finalize_with_tag api enforce minimum tag length user validate input length prior pass finalize_with_tag attacker could craft invalid payload shorten tag eg one byte would one two hundred and fifty-six chance pass mac check gcm tag forgeries key leakage cryptography openstack ,unknown
download resources http pkappwonderbox download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request resources attacker control copy attacker network position user remote server ,unknown
moderate severity vulnerability affect activesupport crosssite script xss vulnerability jsonencodingrb active support ruby rail 3x 41x four thousand  one hundred and eleven 42x four hundred and twenty-two allow remote attackers inject arbitrary web script html via craft hash mishandle json encode rubyonrails railsrubyonrails ruby_on_rails ,gem
serverside request forgery ssrf phpbb vulnerable ssrf remote avatar function result allow attacker perform port scan request internal content potentially attack internal service via web application phpbb version three hundred and twenty vulnerable ssrf remote avatar function result allow attacker perform port scan request internal content potentially attack internal service via web application phpbb phpbb ,unknown
high severity vulnerability affect safemode rubygemsafemode use foreman versions one hundred and thirty-two earlier vulnerable bypass safe mode limitations via special ruby syntax lead deletion object user delete permissions possibly privilege escalation safemode_project safemode ,gem
xss filter bypass via encode url validator module nodejs contain functionality mean filter potential xss attack filter call xss method bypass filter via encode url publicly disclose general function filter blacklistbased likely bypass discover future developers encourage use xss filter function package detail xss function remove word javascript contain inside attribute however properly handle case character hexencoded result possible build input bypass filter browser accept valid javascript example browsers interpret href jav x61 script abc href javascript abc validator package two hundred nodejs allow remote attackers bypass crosssite script xss filter via hexencoded character nodejs nodejs ,unknown
crosssite script i18next language translation framework use init method pass interpolation options without pass escapevalue default undefined rather assume true result crosssite script vulnerability user input assume escape example var init i18ninit interpolation prefix __ suffix __ escapevalue true function var test i18nt __firstname__ __lastname__ firstname bob lastname consolelog test escapevalue explicitly pass result test lt script gt alert one lt x2f script gt johnson suppose default however escapevalue include result unescaped string script alert one script johnson ,unknown
crosssite request forgery csrf vulnerability find allow attacker trigger csrf attack phpmyadmin user attacker trick user instance break img tag point victim phpmyadmin database attacker potentially deliver payload specific insert delete statement victim issue discover phpmyadmin four hundred and ninety vulnerability find allow attacker trigger csrf attack phpmyadmin user attacker trick user instance break img tag point victim phpmyadmin database attacker potentially deliver payload specific insert delete statement victim phpmyadmin phpmyadmin ,unknown
improper input validation checkhttp function phpmyadmin verify x509 certificate apigithubcom ssl servers allow maninthemiddle attackers spoof servers obtain sensitive information via craft certificate checkhttp function phpmyadmin 45x four thousand  five hundred and fifty-one verify x509 certificate apigithubcom ssl servers allow maninthemiddle attackers spoof servers obtain sensitive information via craft certificate phpmyadmin phpmyadmin ,unknown
crosssite request forgery csrf auth0 authjs library csrf mishandle case authorization response lack state parameter auth0 auth0js library ninety-three csrf mishandle case authorization response lack state parameter auth0 auth0js ,unknown
directory traversal uekw1511server vulnerable directory traversal issue give attacker access filesystem place urln ,unknown
url redirection untrusted site open redirect ktor ktor one hundred and twenty-six client resends data http authorization header redirect location jetbrains ktor ,unknown
remote code execution url untrusted source command inject remote code execution character libmini_magickrb minimagick gem one hundred and thirty-one ruby allow remote attackers execute arbitrary command via metacharacters url rubygems mini_magick ,gem
moderate severity vulnerability affect iospray sprayjson_210 iospray sprayjson_211 iospray sprayjson_212 lightbend spray sprayjson one hundred and thirty-four allow remote attackers denial service resource consumption algorithmic complexity parse field compose many decimal digits lightbend sprayjson ,unknown
incorrect authorization flaw find keycloak malicious user register oneself attacker could use remove devices form post different credential ids possibly remove mfa devices users flaw find keycloak version eight hundred and two nine hundred fix keycloak version nine hundred and one malicious user register oneself attacker could use remove devices form post different credential ids possibly remove mfa devices users redhat keycloak ,unknown
crosssite script graylog xss security issue unescaped text notifications graylog v244 xss security issue unescaped text notifications relate toastr graylog graylog ,unknown
universal fee parser aka feedparser pythonfeedparser five hundred and twelve allow remote attackers denial service memory consumption via craft xml entity declaration nonascii encode document universal fee parser aka feedparser pythonfeedparser five hundred and twelve allow remote attackers denial service memory consumption via craft xml entity declaration nonascii encode document mark_pilgrim feedparser ,unknown
fat free crm gem ruby allow remote attackers obtain sensitive informations fat free crm contain flaw trigger attacker send direct request xml data may allow remote attacker gain access potentially sensitive information fat free crm one hundred and twenty-one restrict xml serialization allow remote attackers obtain sensitive information via direct request demonstrate request users1xml different vulnerability cve20137224 fatfreecrm fat_free_crm ,gem
cve201910912 prevent destructors sideeffects unserialized symfony two thousand  eight hundred and fifty 3x three thousand  four hundred and twenty-six 4x four thousand  one hundred and twelve 42x four hundred and twenty-seven possible cache object may contain bad user input serialization unserialization could result deletion file current user access relate symfonycache sensiolabs symfony ,unknown
high severity vulnerability affect thin thin web server one hundred and twenty-four rely xforwardedfor header determine ip address client allow remote attackers spoof ip address hide activities via modify xforwardedfor header macournoyer thin ,gem
crosssite script dolibarr value useragent http header copy html document plain text tag lead xss dolibarr one thousand and one value useragent http header copy html document plain text tag lead xss dolibarr dolibarr ,unknown
directory traversal lessindex vulnerable directory traversal issue give attacker access filesystem place urln ,unknown
cross site script multiple crosssite script xss vulnerabilities magmi aka magento mass importer plugin magento server allow remote attackers inject arbitrary web script html via one profile parameter webmagmiphp two query_string multiple crosssite script xss vulnerabilities magmi aka magento mass importer plugin magento server allow remote attackers inject arbitrary web script html via one profile parameter webmagmiphp two query_string magmi_project magmi ,unknown
prodsecbug2245 store crosssite script store ship methods configuration crosssite script mitigation bypass exist magento twenty-one prior two thousand  one hundred and eighteen magento twenty-two prior two hundred and twenty-nine magento twenty-three prior two hundred and thirty-two could exploit authenticate user escalate privilege admin vs admin xss attack magento magento ,unknown
ezsa2020003 xss demobundleezdemo bundle videojs ,unknown
crosssite script jooby xss via default error handler jooby one hundred and sixty-four xss via default error handler jooby jooby ,unknown
unrestricted upload file dangerous type frozennode allow unrestricted file upload consequently remote code execution via image upload php content within gif image php extension frozennode five thousand and twelve allow unrestricted file upload consequently remote code execution via image upload php content within gif image php extension note product discontinue frozennode ,unknown
xssscript injection vulnerability matestack matestackuicore rubygem seventy-four vulnerable xssscript injection vulnerability patch version seventy-four matestack uicore ,gem
aiocouchdb sixty correctly set members database security ,unknown
crosssite script possible attacker take advantage user trust server trick visit link point share spark cluster submit data include mhtml spark master history server data could contain script would reflect back user could evaluate execute ms windowsbased clients attack spark user may execute script inadvertently view elements spark web uis apache spark two hundred and twenty possible attacker take advantage user trust server trick visit link point share spark cluster submit data include mhtml spark master history server data could contain script would reflect back user could evaluate execute ms windowsbased clients attack spark user may execute script inadvertently view elements spark web uis apache spark ,unknown
crosssite request forgery csrf crosssite request forgery csrf vulnerability discover version zenario content management system crosssite request forgery csrf vulnerability discover eighty-three version zenario content management system via 2fpanels 2fcontent uri tribalsystems zenario ,unknown
incorrect default permissions openiscsi rtslibfb weak permissions shutilcopyfile instead shutilcopy use thus permissions preserve openiscsi rtslibfb two thousand  one hundred and seventy-two weak permissions shutilcopyfile instead shutilcopy use thus permissions preserve rtslibfb_project rtslibfb ,unknown
xss vulnerability closetext option dialog jquery ui crosssite script xss vulnerability jquery ui one thousand  one hundred and twenty might allow remote attackers inject arbitrary web script html via closetext parameter dialog function crosssite script xss vulnerability jquery ui one thousand  one hundred and twenty might allow remote attackers inject arbitrary web script html via closetext parameter dialog function jquery jquery_uioracle snapcenterredhat openstack ,gem
potential sql injection vector ,unknown
vermin forty-nine update security vulnerability urllib3 one hundred and twenty-three update one thousand  two hundred and forty-one request update two thousand  two hundred v048 ,unknown
vulnerabilities libxml2 libxslt several vulnerabilities discover libxml2 libxslt libraries package gem depend xmlreader libxml allow remote attackers denial service memory consumption via craft xml data relate xml entity expansion xee attack xmlsoft libxml ,gem
download resources http nodebsdiffandroid download resources http leave vulnerable mitm attack ,unknown
remote command injection unsanitized input pass malicious user inject command send meta character like variables arabic prawn one gem ruby allow remote attackers execute arbitrary command via metacharacters one downloaded_file two url variable dynamixsolutions arabic_prawn ,gem
incorrect authorization improper authorization vulnerability exist jenkins updatecenterjava allow attackers cancel jenkins restart schedule update center improper authorization vulnerability exist jenkins two thousand  one hundred and thirty-seven earlier twenty-one thousand  two hundred and twelve earlier updatecenterjava allow attackers cancel jenkins restart schedule update center jenkins jenkins ,unknown
insufficiently protect credentials ansible construct filenames contain user password field basis deb line sourceslist might allow local users obtain sensitive credential information opportunistic circumstances leverage existence file use deb http user pass server port format ansible one hundred and fifty-five construct filenames contain user password field basis deb line sourceslist might allow local users obtain sensitive credential information opportunistic circumstances leverage existence file use deb http user pass server port format redhat ansible ,unknown
moderate severity vulnerability affect orgapachetika tikaparsers apache tika one hundred and nineteen one hundred and twenty-one carefully craft 2003ml 2006ml file could consume available saxparsers pool lead long hang apache tika users upgrade one hundred and twenty-two later apache tika ,unknown
path traversal path traversal htmlpages module allow read file server curl htmlpages node module contain path traversal vulnerabilities allow attacker read file server curl htmlpages_project htmlpages ,unknown
improper authentication ssh server implementation asyncssh properly check whether authentication complete process request customize ssh client simply skip authentication step ssh server implementation asyncssh one thousand  one hundred and twenty-one properly check whether authentication complete process request customize ssh client simply skip authentication step asyncssh_project asyncssh ,unknown
high severity vulnerability affect box2dnative box2dnative download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server box2dnative ,unknown
spree rabl templates render allow arbitrary code execution file disclosure spree contain flaw render arbitrary rabl templates allow execution arbitrary file host system well disclose existence file system different issue osvdb125701 ,gem
incorrect cache context password reset page user password reset form specify proper cache context lead cache poison unwanted content page user password reset form drupal 8x eight hundred and twenty-three allow remote attackers conduct cache poison attack leverage failure specify correct cache context drupal drupal ,unknown
incorrect permission assignment critical resource miss permission check jenkins rapiddeploy plugin allow attackers overallread permission connect attackerspecified web server miss permission check jenkins rapiddeploy plugin forty-one earlier allow attackers overallread permission connect attackerspecified web server jenkins rapiddeploy ,unknown
crosssite script issue discover dolibarr xss via outgo email setup feature adminmailsphp actionedit uri via send email instead real recipients test purpose field issue discover dolibarr one thousand and two xss via outgo email setup feature adminmailsphp actionedit uri via send email instead real recipients test purpose field dolibarr dolibarr ,unknown
improper input validation remote code execution vulnerability exist php builtin phar stream wrapper perform file operations untrusted phar uri drupal code core contrib custom may perform file operations insufficiently validate user input thereby expose vulnerability vulnerability mitigate fact code paths typically require access administrative permission atypical configuration drupal core versions 7x prior seven hundred and sixty-two 86x prior eight hundred and sixty-six 85x prior eight hundred and fifty-nine remote code execution vulnerability exist php builtin phar stream wrapper perform file operations untrusted phar uri drupal code core contrib custom may perform file operations insufficiently validate user input thereby expose vulnerability vulnerability mitigate fact code paths typically require access administrative permission atypical configuration drupal drupal ,unknown
cryptographic issue download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server host send action socket download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server ,unknown
improper authentication auth0 authentication service allow privilege escalation jwt audience field validate auth0 authentication service twenty million  one hundred and seventy-one thousand and fifteen allow privilege escalation jwt audience validate auth0 auth0js ,unknown
plonepas product 3x thirty-nine 32x three hundred and twenty-two product plone properly handle login form allow remote authenticate users acquire identity arbitrary user via unspecified vectors plonepas product 3x thirty-nine 32x three hundred and twenty-two product plone properly handle login form allow remote authenticate users acquire identity arbitrary user via unspecified vectors plone plonepasplone plone ,unknown
twine two hundred bump request two hundred and twenty later avoid report security vulnerabilities earlier release bug four hundred and ninety-one ,unknown
multiple directory traversal vulnerabilities fckeditor two thousand  six hundred and forty-one allow remote attackers create executable file arbitrary directories via directory traversal sequence input unspecified connector modules exploit wild remote code execution july two thousand and nine relate file browser directory multiple directory traversal vulnerabilities fckeditor two thousand  six hundred and forty-one allow remote attackers create executable file arbitrary directories via directory traversal sequence input unspecified connector modules exploit wild remote code execution july two thousand and nine relate file browser directory fckeditor fckeditor ,unknown
nokogiri gem contain several vulnerabilities libxml2 nokogiri version one thousand  six hundred and seventy-one release pull several upstream patch vendored libxml2 address follow cves cve20155312 cvss v2 base score seventy-one high function parserc libxml2 two hundred and ninety-three properly prevent entity expansion allow contextdependent attackers denial service cpu consumption via craft xml data different vulnerability cve20143660 cve20157497 cvss v2 base score fifty medium heapbased buffer overflow function dictc libxml2 two hundred and ninety-three allow contextdependent attackers denial service via unspecified vectors cve20157498 cvss v2 base score fifty medium heapbased buffer overflow xmlparsexmldecl function parserc libxml2 two hundred and ninety-three allow contextdependent attackers denial service via unspecified vectors relate extract errors encode conversion failure cve20157499 cvss v2 base score fifty medium heapbased buffer overflow xmlgrow function parserc libxml2 two hundred and ninety-three allow contextdependent attackers obtain sensitive process memory information via unspecified vectors cve20157500 cvss v2 base score fifty medium xmlparsemisc function parserc libxml2 two hundred and ninety-three allow contextdependent attackers denial service outofbounds heap read via unspecified vectors relate incorrect entities boundaries start tag cve20158241 cvss v2 base score sixty-four medium xmlnextchar function libxml2 two hundred and ninety-two properly check state allow contextdependent attackers denial service heapbased buffer overread application crash obtain sensitive information via craft xml data cve20158242 cvss v2 base score fifty-eight medium xmlsax2textnode function sax2c push interface html parser libxml2 two hundred and ninety-three allow contextdependent attackers denial service stackbased buffer overread application crash obtain sensitive information via craft xml data cve20158317 cvss v2 base score fifty medium xmlparsexmldecl function parserc libxml2 two hundred and ninety-three allow contextdependent attackers obtain sensitive information via one unterminated encode value two incomplete xml declaration xml data trigger outofbounds heap read function parserc libxml2 two hundred and ninety-three properly prevent entity expansion allow contextdependent attackers denial service cpu consumption via craft xml data different vulnerability cve20143660 xmlsoft libxml2hp ,gem
unrestricted upload file dangerous type pimcore attacker limit privilege bypass fileextension restrictions via 256character filename demonstrate failure automatic rename php phptxt long filenames pimcore five hundred and seventy-one attacker limit privilege bypass fileextension restrictions via 256character filename demonstrate failure automatic rename php phptxt long filenames different vulnerability cve201910867 cve201916317 pimcore pimcore ,unknown
zope three hundred and ninety fix cve20092701 cve20090668 cve20090669 ,unknown
pyyaml four use yamlload assign cve201718342 pyyaml fifty-one yamlload api could execute arbitrary code use untrusted data load function deprecate version fifty-one unsafeloader introduce backward compatibility function pyyaml pyyaml ,unknown
libxml2 two thousand  nine hundred and ten infinite loop certain endoffile situation nokogiri backported patch cve20207595 vendored version libxml2 release v1108 cve20207595 yet address upstream libxml2 release nokogiri versions v1107 vulnerable parserc libxml2 two thousand  nine hundred and ten infinite loop certain endoffile situation xmlsoft libxml2 ,gem
crosssite script dolibarr contain cross site script xss vulnerability product detail result execution javascript code dolibarr version six hundred and two contain cross site script xss vulnerability product detail result execution javascript code dolibarr dolibarr ,unknown
wordops three hundred and ninety-six add fail2ban custom jail secure wordpress ssh ,unknown
open redirect login form possibly place plone forty five hundred and twenty-one allow attacker craft link plone site follow possibly login redirect attacker site see cve20207936 open redirect login form possibly place plone forty five hundred and twenty-one allow attacker craft link plone site follow possibly login redirect attacker site plone plone ,unknown
django eleven thousand  one hundred and twenty-two fix security issue eleven thousand  one hundred and twenty-one ,unknown
contenttype insufficient restrictions bypass flaw json function bottlepy issue due program use insufficient restrictions parse json contenttypes may allow remote attacker bypass access restrictions ,unknown
unrestricted upload file dangerous type basercms allow remote attackers site operator privilege upload arbitrary file basercms basercms four thousand  one hundred and one earlier versions basercms three thousand and fifteen earlier versions allow remote attackers site operator privilege upload arbitrary file basercms basercms ,unknown
denial service certain input string pass new date dateparse v8 raise exception lead crash denial service ecstatic input pass server via ifmodifiedsince header ,unknown
fix defect make _ https _ possible defect enable attackers execute sidechannel attack lead potential recovery entire rsa private key affect intel sandy bridge possibly older microarchitecture use hyperthreading newer microarchitectures include haswell unaffected function cryptobnbn_expc openssl one hundred and one 101s one hundred and two 102g properly consider cachebank access time modular exponentiation make easier local users discover rsa key run craft application intel sandy bridge cpu core victim leverage cachebank conflict aka cachebleed attack openssl openssl ,unknown
csrf validation droppy perform verification crossdomain websocket request attacker able make specially craft page send request context currently log user example mean malicious user could add new admin account control delete others ,unknown
use password hash insufficient computational effort ruby netldap gem one hundred and sixty-two use weak salt generate ssha passwords ruby netldap gem eleven use weak salt generate ssha passwords netldap_project netldap ,gem
download resources http jdfsass download executable resources http leave vulnerable mitm attack may possible remote code execution rce swap request file attacker control file attacker network position user remote server ,unknown
sql injection vulnerabilities affect postgresql postgresql adapter bug sql quote code activerecord allow attacker inject arbitrary sql use carefully craft value applications query either bitstring range type vulnerable depend version rail use vulnerable code take either take form modelwhere bitstring params modelwhere range params params feasible workaround issue allow user control value use query affect data type upgrade strongly advise sql injection vulnerability postgresql adapter active record ruby rail 2x 3x three thousand  two hundred and nineteen allow remote attackers execute arbitrary sql command leverage improper bitstring quote rubyonrails railsrubyonrails ruby_on_rails ,gem
high severity vulnerability affect cobaltcli cobaltcli download resources http leave vulnerable mitm attack cobaltcli_project cobaltcli ,unknown
insufficient session expiration improper authorization vulnerability exist jenkins allow attackers extend duration active http sessions indefinitely even though user account may delete mean time improper authorization vulnerability exist jenkins two thousand  one hundred and fifty-eight earlier lts twenty-one thousand  five hundred and one earlier allow attackers extend duration active http sessions indefinitely even though user account may delete mean time jenkins jenkinsredhat ,unknown
download resources http dalekbrowserie download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server ,unknown
path traversal bypass defective fix path traversal ,unknown
revert libxml2 behavior nokogiri gem could xss behavior libxml2 revert cause cve20188048 loofah gem cve20183740 sanitize gem cve20183741 gem commit question https information available commit impact https release simply revert libxml2 commit question protect users nokogiri vendored libraries similar vulnerabilities offend happen would kindly ask comment upstream bug report https id769760 loofah gem two hundred and twenty ruby nonwhitelisted html attribute may occur sanitize output republish craft html fragment loofah_project loofah ,gem
improperly control modification object attribute iniparser vulnerable prototype pollution library could trick add modify properties objectprototype use __proto__ payload iniparser two vulnerable prototype pollutionthe library could trick add modify properties objectprototype use __proto__ payload iniparser_project iniparser ,unknown
instana one thousand  two hundred and two upgrade eventlooplag security vulnerabilities dependency tree ,unknown
